portNumber,portName,regionNumber,regionName,countryCode,countryName,latitude,longitude,publicationNumber,chartNumber,navArea,harborSize,harborType,shelter,erTide,erSwell,erIce,erOther,overheadLimits,chDepth,anDepth,cpDepth,otDepth,tide,maxVesselLength,maxVesselBeam,maxVesselDraft,goodHoldingGround,turningArea,firstPortOfEntry,usRep,ptCompulsory,ptAvailable,ptLocalAssist,ptAdvisable,tugsSalvage,tugsAssist,qtPratique,qtOther,cmTelephone,cmTelegraph,cmRadio,cmRadioTel,cmAir,cmRail,loWharves,loAnchor,loMedMoor,loBeachMoor,loIceMoor,medFacilities,garbageDisposal,degauss,dirtyBallast,crFixed,crMobile,crFloating,lifts100,lifts50,lifts25,lifts0,srLongshore,srElectrical,srSteam,srNavigEquip,srElectRepair,suProvisions,suWater,suFuel,suDiesel,suDeck,suEngine,repairCode,drydock,railway,qtSanitation,suAviationFuel,harborUse,ukcMgmtSystem,portSecurity,etaMessage,searchAndRescue,tss,vts,cht,globalId,loRoro,loSolidBulk,loContainer,loBreakBulk,loOilTerm,loLongTerm,loOther,loDangCargo,loLiquidBulk,srIceBreaking,srDiving,cranesContainer,unloCode,dnc,s121WaterBody,s57Enc,s101Enc,dodWaterBody,alternateName,entranceWidth,lngTerminalDepth,offMaxVesselLength,offMaxVesselBeam,offMaxVesselDraft,
50060,Pulau Sambu,50020,INDONESIA,ID,Indonesia,"1°10'00""N","103°54'00""E",Sailing Directions Pub. 174 (Enroute) - Strait of Malacca and Sumatera,71239,XI,S,CN,F,Y,Y,N,Y,N,16,16,,11,2,,,,U,U,Y,N,Y,,,U,U,Y,U,Y,U,Y,Y,Y,Y,U,Y,Y,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,N,U,U,Y,U,UNK,U,U,Y,U,U,U,U,{548395D5-D3B7-4F0C-8D25-2E8F9F549D7B},U,U,U,U,U,U,U,U,U,U,U,U,ID PSS,"a0350000, coa03f, gen03c, h0350060",,,,Strait of Malacca; Indian Ocean,,,,,,,
52270,Raha Roadstead,51970,SULAWESI,ID,Indonesia,"4°51'00""S","122°44'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,72131,XI,V,OR,F,U,U,U,U,U,5,8,,5,0,,,,U,U,U,U,U,,,U,U,U,U,U,Y,U,U,U,U,U,U,Y,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,D,U,U,U,U,UNK,U,U,U,U,U,U,U,{6FE5B78B-88E1-4342-83C7-B490D8B1C6AA},U,U,U,U,U,U,U,U,U,U,U,U,ID RAQ,"a0452260, coa04e, gen04c, h0452270",,,,Banda Sea; South Pacific Ocean,,,,,,,
50231,Ramba,50020,INDONESIA,ID,Indonesia,"2°37'00""S","104°08'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,,XI,V,OR,P,U,U,U,Y,U,5,,5,,0,,,,U,U,Y,U,N,,,U,U,U,Y,U,U,U,Y,Y,U,U,Y,U,U,U,U,Y,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,Y,Y,U,U,U,U,U,U,Y,U,UNK,U,U,Y,U,U,U,U,{44544C81-383E-43BF-A34C-00C39623ADDC},U,U,U,U,U,U,U,U,U,U,U,U,,gen03c,,,,Natuna Sea; South China Sea; South Pacific Ocean,,,,,,,
51070,Rembang,50920,JAWA,ID,Indonesia,"6°42'00""S","111°21'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,,XI,V,OR,F,U,Y,U,U,U,9,9,,9,0,,,,U,U,U,U,U,,,U,U,U,U,U,U,Y,U,U,U,Y,U,Y,U,U,U,Y,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,U,U,D,U,S,U,U,UNK,U,U,U,U,U,U,U,{69DA7217-39F0-498C-9EA3-A97F6845BCC6},U,U,U,U,U,U,U,U,U,U,U,U,ID REM,"coa04d, gen04c",,,,Java Sea; South Pacific Ocean,,,,,,,
50610,Sabang,50515,SUMATERA,ID,Indonesia,"5°53'00""N","95°19'00""E",Sailing Directions Pub. 174 (Enroute) - Strait of Malacca and Sumatera,"71045, 71050",XI,V,CB,F,Y,Y,N,Y,U,22,22,8,11,1,,,,Y,U,Y,U,Y,,,Y,U,Y,Y,U,U,U,Y,Y,Y,U,Y,Y,U,U,U,Y,U,U,Y,U,U,U,U,U,U,Y,Y,Y,U,U,U,Y,Y,Y,U,U,U,C,M,U,Y,U,UNK,U,U,Y,U,U,U,U,{A8D87FF2-9787-49B8-A53D-668C5F7461D8},U,U,U,U,U,U,U,U,U,U,U,U,ID SBG,"a0350610, coa03c, gen03c, h0350610",,,,Andaman Sea; Indian Ocean,,,,,,,
53050,Sailolof,52900,NEW GUINEA WEST COAST - IRIAN JAYA,ID,Indonesia,"1°15'00""S","130°45'00""E",Sailing Directions Pub. 164 (Enroute) - New Guinea,,XI,V,CN,F,U,U,U,U,U,,23,,,2,,,,U,U,U,U,U,,,U,U,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,U,D,U,U,U,U,UNK,U,U,U,U,U,U,U,{07E74F46-C14E-4C6F-885A-E0ED8C194132},U,U,U,U,U,U,U,U,U,U,U,U,,"a0453020, coa04f, gen04c",,,,Halmahera Sea; South Pacific Ocean,Sailolof,,,,,,
52695,Salawati,52650,SERAM,ID,Indonesia,"1°21'00""S","130°59'00""E",Sailing Directions Pub. 164 (Enroute) - New Guinea,,XI,S,RN,P,Y,Y,N,Y,U,16,23,,13,2,,,,U,U,Y,N,Y,,,U,N,Y,Y,Y,U,U,Y,Y,Y,U,U,Y,U,U,U,N,U,U,N,N,U,U,U,U,U,U,Y,U,U,U,U,N,Y,N,N,N,N,C,U,U,Y,U,UNK,U,U,Y,U,U,U,U,{FB30496B-9862-4D8A-9F78-4E533A3743CC},U,U,U,U,U,U,U,U,U,U,U,U,ID SWT,"a0453020, coa04f, gen04c",,,,South Pacific Ocean,,,,,,,
51820,Samarinda,51760,INDONESIA - BORNEO,ID,Indonesia,"0°31'00""S","117°07'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,72100,XI,V,RN,G,U,U,U,Y,U,6,22,6,6,1,,,,U,U,Y,U,Y,,,U,U,Y,Y,Y,U,U,Y,Y,Y,U,Y,U,U,U,U,Y,N,U,N,U,Y,Y,Y,U,Y,Y,Y,U,U,U,U,Y,Y,U,U,U,U,C,U,M,Y,U,UNK,U,U,Y,U,U,U,U,{7CC5CBC2-A3AF-4388-905A-822AB04EC787},U,U,U,U,U,U,U,U,U,U,U,U,ID SRI,"coa04c, gen04c",,,,Makassar Strait; South Pacific Ocean,,,,,,,
51910,Sampit,51760,INDONESIA - BORNEO,ID,Indonesia,"2°31'00""S","113°00'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,,XI,V,RN,G,U,U,U,U,U,8,2,6,6,2,,,,U,U,U,U,Y,,,U,N,N,Y,Y,U,U,Y,Y,U,Y,Y,U,U,U,U,Y,U,U,U,U,Y,U,U,U,Y,U,Y,U,U,U,U,Y,N,N,U,U,U,C,U,U,U,U,UNK,U,U,Y,U,U,U,U,{BB1A1024-3388-42E3-8507-8CA461BD0136},U,U,U,U,U,U,U,U,U,U,U,U,ID SMQ,gen04c,,,,Java Sea; South Pacific Ocean,,,,,,,
52870,Saumlaki,52850,KEPULAUAN TANIMBAR,ID,Indonesia,"7°59'00""S","131°18'00""E",Sailing Directions Pub. 164 (Enroute) - New Guinea,,XI,V,CN,G,U,U,U,U,U,5,23,5,5,3,,,,U,U,U,U,U,,,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,U,D,U,U,U,U,UNK,U,U,U,U,U,U,U,{E3F6F12B-D9FF-479F-8F6B-EAB0911BD368},U,U,U,U,U,U,U,U,U,U,U,U,ID SXK,"coa04g, gen04b",,,,Arafura Sea; South Pacific Ocean,Saumlakki,,,,,,
50055,Sekupang,50020,INDONESIA,ID,Indonesia,"1°08'00""N","103°55'00""E",Sailing Directions Pub. 174 (Enroute) - Strait of Malacca and Sumatera,71239,XI,V,OR,P,U,Y,U,Y,U,9,16,11,,0,,,,U,N,U,U,U,,,U,U,U,Y,Y,U,U,Y,Y,Y,U,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,Y,Y,Y,U,U,U,U,U,Y,N,U,U,U,U,U,U,Y,U,UNK,U,U,Y,U,U,U,U,{CC928322-4254-4DF8-B546-DD0D9D80A290},U,U,U,U,U,U,U,U,U,U,U,U,ID SKP,"a0350001, coa03f, gen03c, h0350060",,,,Strait of Malacca; Indian Ocean,,,,,,,
51040,Semarang,50920,JAWA,ID,Indonesia,"6°57'00""S","110°25'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,,XI,S,OR,G,Y,Y,N,Y,U,8,11,8,11,0,,,,Y,Y,Y,N,Y,,,Y,N,Y,Y,Y,U,Y,Y,Y,U,Y,U,Y,U,U,U,Y,N,U,Y,Y,Y,U,U,Y,U,Y,Y,Y,U,U,U,Y,Y,Y,Y,U,U,C,S,M,U,U,UNK,U,U,Y,U,U,U,U,{13A7EA25-0663-461A-927E-C09317769FBF},U,U,U,U,U,U,U,U,U,U,U,U,ID SRG,"a0451040, coa04d, gen04c, h0451040",,,,Java Sea; South Pacific Ocean,,,,,,,
52940,Serui,52900,NEW GUINEA WEST COAST - IRIAN JAYA,ID,Indonesia,"1°54'00""S","136°15'00""E",Sailing Directions Pub. 164 (Enroute) - New Guinea,,XI,V,CN,F,Y,Y,U,U,U,11,23,5,11,5,,,,Y,U,U,U,U,,,U,U,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,D,U,U,U,U,UNK,U,U,U,U,U,U,U,{DE73D585-801A-4B7B-B762-E4532527E7C4},U,U,U,U,U,U,U,U,U,U,U,U,,"coa05h, gen05a",,,,Teluk Cenderawasih; South Pacific Ocean,Seroei,,,,,,
50510,Sibolga,50020,INDONESIA,ID,Indonesia,"1°44'00""N","98°46'00""E",Sailing Directions Pub. 174 (Enroute) - Strait of Malacca and Sumatera,,XI,V,CN,F,N,N,N,N,Y,6,11,5,8,0,,,,U,U,N,N,N,,,U,U,N,Y,U,U,U,Y,Y,Y,U,Y,Y,U,U,U,Y,Y,U,N,U,U,U,U,U,U,Y,Y,U,U,U,U,Y,N,N,N,U,U,N,U,U,Y,U,UNK,U,U,Y,U,U,U,U,{61FD8EDB-E413-4161-9246-6B29088F652E},U,U,U,U,U,U,U,U,U,U,U,U,ID SLG,"a0350510, coa03g, gen03c, h0350510",,,,Indian Ocean,Siboga; Tapnuli,,,,,,
51870,Stagen,51760,INDONESIA - BORNEO,ID,Indonesia,"3°18'00""S","116°09'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,72080,XI,V,CN,F,U,Y,U,U,U,5,9,6,,4,,,,Y,U,U,U,U,,,Y,U,U,U,U,U,Y,U,U,Y,U,Y,U,U,U,U,Y,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,U,D,U,U,U,U,UNK,U,U,U,U,U,U,U,{4C1A684D-7448-4AE7-A370-A1EF8BC3A1BD},U,U,U,U,U,U,U,U,U,U,U,U,ID STN,"a0451860, coa04c, gen04c",,,,Makassar Strait; South Pacific Ocean,Setagin,,,,,,
50300,Sungaigerong,50020,INDONESIA,ID,Indonesia,"2°59'00""S","104°50'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,,XI,V,RN,G,Y,Y,N,Y,Y,5,,9,8,2,,,,Y,Y,Y,N,Y,,,Y,U,Y,Y,Y,U,U,Y,Y,Y,Y,Y,U,U,U,U,Y,N,U,Y,U,Y,U,Y,Y,Y,Y,Y,U,U,U,U,Y,Y,Y,Y,Y,Y,C,S,S,U,U,UNK,U,U,Y,U,U,U,U,{DFC1898B-61BC-48FA-B47D-9CE18782E23C},U,U,U,U,U,U,U,U,U,U,U,U,ID SUG,"a0350300, gen03c, h0350300",,,,Natuna Sea; South China Sea; South Pacific Ocean,,,,,,,
50805,Sungaipakning,50515,SUMATERA,ID,Indonesia,"1°21'00""N","102°10'00""E",Sailing Directions Pub. 174 (Enroute) - Strait of Malacca and Sumatera,71275,XI,S,CN,F,U,U,U,Y,U,20,20,6,14,0,,,,Y,Y,U,N,Y,,,Y,U,Y,Y,Y,U,U,Y,Y,Y,U,Y,U,U,U,U,Y,U,U,N,Y,U,U,U,U,U,Y,Y,U,U,U,U,U,Y,N,U,U,U,U,U,U,Y,U,UNK,U,U,Y,U,U,U,U,{62758E82-DE6A-42A3-9B3A-8612231F6A30},U,U,U,U,U,U,U,U,U,U,U,U,ID SEQ,"coa03f, gen03c",,,,Strait of Malacca; Indian Ocean,Songaipaking,,,,,,
51130,Surabaya,50920,JAWA,ID,Indonesia,"7°12'00""S","112°44'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,72234,XI,M,CB,G,Y,Y,N,N,U,9,20,9,11,0,,,,Y,Y,Y,Y,Y,,,Y,U,Y,Y,Y,U,U,Y,Y,Y,Y,Y,U,U,U,U,Y,Y,U,U,U,U,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,A,M,M,U,U,UNK,U,U,Y,U,U,U,U,{1199AFC9-9FAF-456A-A466-C9E6B87DE179},U,U,U,U,U,U,U,U,U,U,U,U,ID SUB,"a0451130, coa04d, gen04c, h0451130",,,,Bali Sea; Java Sea; South Pacific Ocean,Tanjung Perak,,,,,,
52440,Tahuna,52400,KEPULAUAN SANGIHE,ID,Indonesia,"3°37'00""N","125°29'00""E",Sailing Directions Pub. 164 (Enroute) - New Guinea,73341,XI,V,CN,G,U,U,U,U,U,3,23,3,,3,,,,N,U,U,U,U,,,U,U,U,Y,Y,U,U,Y,Y,U,U,U,Y,U,U,U,Y,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,U,N,N,U,U,U,U,U,U,U,U,U,UNK,U,U,Y,U,U,U,U,{EFF19B0F-86B5-4FF9-9778-83D9F62014CA},U,U,U,U,U,U,U,U,U,U,U,U,,"coa11m, gen11b",,,,Celebes Sea; North Pacific Ocean,Taroena; Tohoena,,,,,,
51770,Tanjung Arang  (Bunyu),51760,INDONESIA - BORNEO,ID,Indonesia,"3°28'00""N","117°50'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,72130,XI,V,CN,F,U,U,U,U,U,6,13,,13,0,,,,U,U,U,U,Y,,,U,U,U,Y,U,U,Y,U,U,U,U,Y,Y,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,U,U,U,U,U,UNK,U,U,Y,U,U,U,U,{341DE5CC-3478-4A7D-A31D-829B29C07552},U,U,U,U,U,U,U,U,U,U,U,U,ID BYQ,"a1151780, coa11i, gen11b",,,,Celebes Sea; North Pacific Ocean,,,,,,,
50516,Tanjung Balai Karimun,50515,SUMATERA,ID,Indonesia,"0°59'00""N","103°26'00""E",Sailing Directions Pub. 174 (Enroute) - Strait of Malacca and Sumatera,71252,XI,V,CN,P,Y,Y,U,Y,U,22,19,8,22,3,,,,N,U,U,U,U,,,U,U,Y,Y,Y,U,U,Y,Y,Y,U,U,Y,U,U,U,Y,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,U,Y,Y,U,U,U,U,U,U,U,Y,U,UNK,U,U,Y,U,U,U,U,{9AD45AFB-4CB4-4DC3-BFC1-C1E573E739FD},U,U,U,U,U,U,U,U,U,U,U,U,ID TJB,"a0350000, coa03f, gen03c",,,,Strait of Malacca; Indian Ocean,,,,,,,
51254,Tanjung Benete,51250,LESSER SUNDA ISLANDS,ID,Indonesia,"8°54'00""S","116°45'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,72211,XI,V,CN,P,U,U,U,Y,U,11,11,11,11,0,,,,U,U,U,U,N,,,U,U,Y,Y,U,U,U,Y,U,U,U,U,U,U,U,U,U,U,U,U,N,N,N,N,N,N,N,Y,U,U,U,U,U,N,N,N,U,U,N,U,U,U,U,UNK,U,U,U,U,U,U,U,{69EB4684-3796-42ED-A054-F11EC7C365AE},U,U,U,U,U,U,U,U,U,U,U,U,ID BEN,"coa04d, gen04c",,,,Indian Ocean,,,,,,,
50932,Tanjung Gerem,50920,JAWA,ID,Indonesia,"5°58'00""S","105°59'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,71180,XI,V,OR,P,Y,Y,U,Y,U,13,23,,11,0,,,,U,U,U,U,Y,,,U,U,U,U,U,U,U,U,Y,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,U,U,U,U,U,U,U,U,U,U,Y,Y,Y,U,U,U,U,U,U,U,UNK,U,U,U,U,U,U,U,{3497907F-0852-4963-8ED8-00DF7FFBBC44},U,U,U,U,U,U,U,U,U,U,U,U,,"coa04a, gen04c",,,,"Indian Ocean, Java Sea; South Pacific Ocean",,,,,,,
50250,Tanjungpandan,50020,INDONESIA,ID,Indonesia,"2°45'00""S","107°38'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,71211,XI,V,OR,E,N,N,N,Y,N,6,14,2,22,2,,,,Y,U,U,U,U,,,U,U,Y,Y,U,U,U,Y,Y,Y,U,Y,Y,U,U,U,Y,U,U,N,U,Y,U,U,U,U,Y,Y,U,U,U,U,Y,Y,Y,N,U,U,C,S,U,Y,U,UNK,U,U,Y,U,U,U,U,{C9EF0789-2DF0-45A0-9D19-A6A9E060F6FE},U,U,U,U,U,U,U,U,U,U,U,U,ID TJQ,"coa04a, gen04c, h0450250",,,,Natuna Sea; South China Sea; South Pacific Ocean,Tandjung Pandan,,,,,,
50040,Tanjungpinang,50020,INDONESIA,ID,Indonesia,"0°55'00""N","104°27'00""E",Sailing Directions Pub. 174 (Enroute) - Strait of Malacca and Sumatera,71243,XI,V,OR,F,Y,N,N,Y,N,2,3,22,,1,,,,Y,U,U,U,Y,,,U,U,U,Y,Y,U,U,Y,Y,U,U,U,U,U,U,U,Y,U,U,N,U,Y,U,U,U,U,Y,Y,U,U,U,U,N,Y,N,N,U,U,C,S,U,Y,U,UNK,U,U,Y,U,U,U,U,{D361E632-4E0B-47F7-A566-6785BE5C5FEC},U,U,U,U,U,U,U,U,U,U,U,U,ID TNJ,"a0350060, coa03f, gen03c",,,,Natuna Sea; South China Sea; South Pacific Ocean,Tandjung Pinang,,,,,,
51800,Tanjungredeb,51760,INDONESIA - BORNEO,ID,Indonesia,"2°09'00""N","117°29'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,72120,XI,S,RN,G,U,U,U,Y,U,5,6,5,,0,,,,U,U,U,U,U,,,U,U,U,U,U,U,Y,U,U,U,U,Y,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,U,U,C,U,U,U,U,UNK,U,U,U,U,U,U,U,{66087E6E-DC4C-4D27-8894-0DA3C56C491F},U,U,U,U,U,U,U,U,U,U,U,U,,"coa11j, gen11b",,,,Celebes Sea; North Pacific Ocean,Tandjung Redeb,,,,,,
51803,Tanjung Sangata,51760,INDONESIA - BORNEO,ID,Indonesia,"0°22'00""N","117°34'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,72110,XI,V,OR,P,U,U,U,Y,U,,,,17,0,,,,U,U,U,U,U,,,U,U,Y,Y,Y,U,U,Y,Y,Y,U,U,Y,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,N,N,U,U,U,U,U,U,U,U,UNK,U,U,Y,U,U,U,U,{B3C6234A-DF64-4C47-91A4-27EA2A42FCD6},U,U,U,U,U,U,U,U,U,U,U,U,ID SGQ,"coa11j, gen11b",,,,Makassar Strait; South Pacific Ocean,,,,,,,
51815,Tanjung Santan,51760,INDONESIA - BORNEO,ID,Indonesia,"0°06'00""S","117°32'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,72110,XI,V,CN,P,N,N,N,U,U,23,23,11,20,0,,,,Y,U,Y,U,Y,,,Y,U,Y,Y,Y,Y,Y,Y,Y,U,U,Y,N,U,U,U,N,U,U,N,N,N,N,N,N,N,N,N,N,N,N,N,U,U,N,N,U,U,U,U,U,U,U,UNK,U,U,Y,U,U,U,U,{FE7483E6-19EC-49A3-BD8B-12A01EDF3D7B},U,U,U,U,U,U,U,U,U,U,U,U,ID SAT,"coa04c, gen04c",,,,Makassar Strait; South Pacific Ocean,,,,,,,
50935,Tanjung Sekong,50920,JAWA,ID,Indonesia,"5°55'00""S","106°00'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,71180,XI,V,CN,F,N,N,N,Y,U,13,,6,13,0,,,,Y,Y,Y,N,U,,,U,N,Y,Y,Y,U,U,Y,Y,Y,Y,Y,Y,U,U,U,Y,U,U,U,Y,Y,U,U,Y,Y,Y,Y,U,U,U,U,U,Y,Y,U,U,U,C,U,U,U,U,UNK,U,U,Y,U,U,U,U,{CE708754-A6AF-4E94-85B6-1A8B77D58E69},U,U,U,U,U,U,U,U,U,U,U,U,ID TSE,"coa04a, gen04c",,,,"Indian Ocean, Java Sea; South Pacific Ocean",Merak Petroleum Base,,,,,,
50030,Tanjunguban,50020,INDONESIA,ID,Indonesia,"1°04'00""N","104°13'00""E",Sailing Directions Pub. 174 (Enroute) - Strait of Malacca and Sumatera,71238,XI,V,CN,F,N,Y,N,Y,U,9,22,17,17,0,,,,Y,U,U,N,Y,,,U,N,Y,Y,U,U,U,Y,Y,Y,U,Y,U,U,U,U,Y,U,U,N,U,U,U,U,U,U,U,U,U,U,U,U,Y,Y,Y,U,U,U,U,U,U,Y,U,UNK,U,U,Y,U,U,U,U,{123F5071-2521-4D2A-BC28-B581088780B4},U,U,U,U,U,U,U,U,U,U,U,U,ID TAN,"a0350060, coa03f, gen03c, h0350030",,,,Strait of Malacca; Indian Ocean,,,,,,,
51500,Tarempah,51480,KEPULAUAN ANAMBAS,ID,Indonesia,"3°13'00""N","106°13'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,71445,XI,V,CN,F,Y,Y,U,Y,U,3,23,3,,0,,,,U,U,U,U,U,,,U,U,U,U,U,U,U,Y,U,U,U,U,Y,U,U,U,Y,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,Y,Y,U,U,U,U,U,U,U,U,U,UNK,U,U,U,U,U,U,U,{F01A2ED8-3744-4E87-B7B6-3471C7E9EC63},U,U,U,U,U,U,U,U,U,U,U,U,,"coa11b, gen11b",,,,South China Sea; North Pacific Ocean,,,,,,,
50450,Teluk Bayur,50020,INDONESIA,ID,Indonesia,"0°60'00""S","100°22'00""E",Sailing Directions Pub. 174 (Enroute) - Strait of Malacca and Sumatera,71140,XI,V,OR,F,N,N,N,Y,Y,8,8,13,6,1,,,,U,U,Y,N,Y,,,Y,U,Y,Y,Y,U,U,Y,Y,Y,Y,Y,Y,U,U,U,Y,Y,U,N,U,Y,U,U,U,Y,Y,Y,Y,U,Y,Y,U,Y,Y,Y,Y,Y,A,S,M,Y,U,UNK,U,U,Y,U,U,U,U,{6EAA4A2E-7307-4634-9367-5E3C1D6A8760},U,U,U,U,U,U,U,U,U,U,U,U,ID TBR,"a0350450, coa03g, gen03c, h0350450",,,,Indian Ocean,Emmahaven; Padang; Telukbayur,,,,,,
52480,Teluk Beo,52470,KEPULAUAN TALAUD,ID,Indonesia,"4°14'00""N","126°47'00""E",Sailing Directions Pub. 164 (Enroute) - New Guinea,,XI,V,CN,P,U,U,U,U,U,,23,,,3,,,,N,U,U,U,U,,,U,U,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,U,U,U,U,U,U,U,UNK,U,U,U,U,U,U,U,{450BBD29-A7DB-4DF3-82F0-9B7B7AE3D12E},U,U,U,U,U,U,U,U,U,U,U,U,,gen11b,,,,Molucca Sea; North Pacific Ocean,,,,,,,
52510,Ternate,52500,PULAU TERNATE,ID,Indonesia,"0°47'00""N","127°23'00""E",Sailing Directions Pub. 164 (Enroute) - New Guinea,,XI,V,OR,F,U,Y,U,Y,U,8,23,6,19,1,,,,Y,U,U,N,Y,,,U,Y,Y,Y,Y,Y,U,Y,U,Y,U,U,Y,Y,U,U,Y,Y,U,U,Y,U,Y,U,U,Y,Y,Y,U,U,U,U,Y,Y,Y,U,U,U,C,U,U,U,U,UNK,U,U,Y,U,U,U,U,{D8E18AC3-9F3C-4A1E-9788-64BE72F7D766},U,U,U,U,U,U,U,U,U,U,U,U,ID TTE,"coa11l, gen11b",,,,Molucca Sea; North Pacific Ocean,,,,,,,
53020,Tg. Sorong,52900,NEW GUINEA WEST COAST - IRIAN JAYA,ID,Indonesia,"0°53'00""S","131°14'00""E",Sailing Directions Pub. 164 (Enroute) - New Guinea,,XI,S,OR,F,Y,N,N,U,U,19,23,11,9,1,,,,U,U,Y,N,Y,,,Y,N,Y,Y,U,U,Y,Y,Y,Y,U,Y,U,U,U,U,Y,N,U,N,Y,U,U,U,U,Y,Y,Y,U,U,U,U,Y,Y,Y,Y,Y,Y,C,S,U,Y,U,UNK,U,U,Y,U,U,U,U,{2FE65C0C-6E01-4688-867B-9385A96EA468},U,U,U,U,U,U,U,U,U,U,U,U,,"a0453020, coa04f, gen04c, h0453020",,,,South Pacific Ocean,Kasim,,,,,,
50120,Toboali,50020,INDONESIA,ID,Indonesia,"3°01'00""S","106°27'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,71220,XI,V,OR,P,Y,Y,N,Y,N,6,6,2,,10,,,,U,U,U,U,U,,,U,U,Y,U,U,U,U,U,U,U,U,U,Y,U,U,U,Y,U,U,N,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,UNK,U,U,U,U,U,U,U,{5F5227C9-2C29-4FF8-9676-DAEA92DB6F68},U,U,U,U,U,U,U,U,U,U,U,U,ID TBL,"coa04a, gen04c",,,,Java Sea; South Pacific Ocean,Sabang,,,,,,
51100,Tuban,50920,JAWA,ID,Indonesia,"6°44'00""S","112°09'00""E",Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,,XI,V,OR,P,U,Y,U,Y,U,2,8,2,23,4,,,,Y,Y,Y,U,Y,,,U,U,U,U,U,U,U,Y,Y,U,U,U,Y,Y,U,U,Y,N,U,N,U,U,U,U,U,U,U,U,U,U,U,U,Y,Y,N,U,U,U,N,U,U,Y,U,UNK,U,U,U,U,U,U,U,{6CFE4D2C-67FF-4E0C-8977-9BA359AA4DC6},U,U,U,U,U,U,U,U,U,U,U,U,ID TBN,"coa04d, gen04c",,,,Java Sea; South Pacific Ocean,,,,,,,
